Nombre de coup;Nombre de combinaisons;Probabilité
1;1;0,001953
2;8;0,015625
3;41;0,080078
4;138;0,269531
5;216;0,421875
6;85;0,166016
7;20;0,039062
8;3;0,005859

Moyenne;4,777344
