Nombre de coup;Nombre de combinaisons;Probabilité
1;1;0,002915
2;8;0,023324
3;41;0,119534
4;129;0,376093
5;136;0,396501
6;25;0,072886
7;3;0,008746

Moyenne;4,393586
