Nombre de coup;Nombre de combinaisons;Probabilité
1;1;0,000244
2;13;0,003174
3;112;0,027344
4;683;0,166748
5;1949;0,475830
6;1208;0,294922
7;123;0,030029
8;7;0,001709

Moyenne;5,128174
