Nombre de coup;Nombre de combinaisons;Probabilité
1;1;0,000129
2;19;0,002443
3;238;0,030607
4;1966;0,252829
5;4637;0,596322
6;904;0,116255
7;11;0,001415

Moyenne;4,797197
