Nombre de coup;Nombre de combinaisons;Probabilité
1;1;0,000031
2;19;0,000580
3;245;0,007477
4;2273;0,069366
5;12081;0,368683
6;15706;0,479309
7;2389;0,072906
8;54;0,001648

Moyenne;5,543884
