Nombre de coup;Nombre de combinaisons;Probabilité
1;1;0,000059
2;19;0,001130
3;241;0,014339
4;2122;0,126257
5;8694;0,517284
6;5453;0,324448
7;276;0,016422
8;1;0,000059

Moyenne;5,198905
