Nombre de coup;Nombre de combinaisons;Probabilité
1;1;0,000416
2;13;0,005414
3;111;0,046231
4;612;0,254894
5;1278;0,532278
6;373;0,155352
7;13;0,005414

Moyenne;4,800916
